size,loc
0.353515625,5
0.7802734375,10
0.3125,6
0.8515625,10
1.1318359375,13
1.8349609375,11
2.4951171875,11
0.8134765625,6
0.2509765625,5
0.3125,6
0.71484375,7
0.7197265625,6
1.4609375,12
1.5556640625,12
0.880859375,9
0.3955078125,6
0.611328125,8
1.1923828125,11
