size,loc
1.609375,13
3.62890625,27
0.7841796875,10
2.650390625,23
0.3994140625,9
2.2626953125,18
5.333984375,32
1.1748046875,11
2.4755859375,19
0.4912109375,8
2.419921875,18
4.6611328125,24
2.9287109375,22
2.2978515625,23
0.259765625,7
0.8134765625,11
1.1923828125,12
3.1611328125,28
1.1240234375,11
1.5068359375,14
0.91015625,12
2.7802734375,21
0.2060546875,7
5.3896484375,36
0.740234375,8
3.001953125,23
3.2861328125,25
2.4345703125,19
3.099609375,24
0.21484375,7
3.3056640625,30
0.2001953125,7
1.61328125,16
4.30078125,32
4.0341796875,26
2.5625,18
1.88671875,13
1.25,13
3.2548828125,23
0.7783203125,10
3.3046875,28
4.5771484375,31
1.9619140625,13
3.130859375,24
1.5869140625,15
0.3701171875,9
0.21875,7
2.412109375,26
3.646484375,25
2.3525390625,14
2.6083984375,22
1.701171875,15
0.244140625,7
1.8203125,20
2.583984375,21
2.328125,25
4.4609375,25
1.26953125,13
2.9033203125,24
0.712890625,9
2.67578125,24
2.5888671875,19
0.8232421875,9
2.2822265625,17
1.0634765625,10
0.7802734375,9
0.3486328125,10
3.9384765625,30
1.6513671875,14
0.3837890625,9
0.1708984375,7
1.8017578125,17
0.966796875,10
2.822265625,23
0.568359375,9
3.4736328125,25
0.9296875,12
0.4345703125,8
2.34375,16
1.5234375,15
1.0048828125,11
2.0283203125,17
0.7958984375,9
3.14453125,22
1.416015625,14
2.171875,18
0.775390625,9
2.2734375,14
2.1279296875,19
4.353515625,29
2.4609375,22
8.4599609375,50
1.5498046875,16
0.83984375,11
3.8125,25
4.556640625,23
1.9921875,14
2.8984375,25
1.7373046875,12
2.875,20
2.93359375,20
3.6943359375,25
3.22265625,24
0.373046875,7
2.16796875,21
2.48828125,17
4.2568359375,35
1.6435546875,16
1.1611328125,13
1.1328125,8
1.7568359375,14
0.2587890625,7
1.416015625,8
1.97265625,19
1.8515625,14
2.2763671875,17
0.7490234375,9
0.8525390625,11
0.7958984375,10
1.3662109375,15
2.0068359375,18
0.8603515625,12
0.2041015625,7
0.744140625,11
3.0751953125,22
0.556640625,11
0.24609375,7
4.435546875,29
1.880859375,17
1.8740234375,17
3.15234375,24
5.109375,36
0.740234375,8
0.39453125,10
3.8544921875,31
1.046875,11
2.1279296875,18
0.759765625,10
1.6787109375,12
0.7509765625,13
1.328125,13
0.24609375,7
1.2314453125,13
0.634765625,11
1.3486328125,12
0.916015625,12
1.216796875,11
2.064453125,15
2.1474609375,15
3.052734375,23
2.5625,22
0.9638671875,11
1.640625,14
0.98828125,11
1.982421875,16
4.078125,33
1.654296875,17
3.69140625,29
2.3662109375,16
3.3662109375,26
4.3681640625,32
2.4833984375,21
1.9248046875,17
1.900390625,19
0.85546875,10
1.30859375,14
6.751953125,37
8.5517578125,49
2.12890625,14
2.5166015625,24
2.876953125,20
3.841796875,25
0.6298828125,10
0.404296875,9
2.0595703125,12
2.083984375,16
1.345703125,14
1.7470703125,15
1.7578125,18
1.4560546875,14
3.505859375,27
1.0673828125,14
0.279296875,8
1.23828125,12
3.7880859375,31
1.9912109375,16
0.7724609375,10
1.7314453125,16
1.6748046875,19
2.6767578125,22
1.4716796875,13
1.9375,21
0.77734375,12
2.0048828125,17
1.052734375,13
0.2041015625,7
0.658203125,9
1.7109375,14
2.224609375,21
5.1962890625,34
0.8564453125,10
0.9736328125,9
3.0908203125,24
3.0556640625,20
0.76171875,10
1.85546875,13
1.6943359375,15
1.166015625,13
1.50390625,15
2.400390625,15
1.142578125,12
1.013671875,10
3.1884765625,18
1.83203125,17
2.142578125,21
2.14453125,17
4.9541015625,32
1.240234375,11
0.3505859375,8
0.6171875,10
2.2705078125,18
1.7822265625,15
3.048828125,21
2.9951171875,27
0.634765625,9
2.6240234375,18
1.3916015625,13
0.9482421875,11
0.6787109375,8
0.203125,7
1.287109375,10
4.0751953125,25
1.5634765625,15
0.46875,9
1.6103515625,16
0.76171875,9
0.765625,10
3.130859375,24
4.9267578125,30
1.98828125,18
3.0400390625,22
0.7265625,10
1.7744140625,15
1.423828125,13
2.2177734375,18
2.0380859375,20
2.9912109375,22
2.2841796875,17
1.3486328125,12
2.0400390625,13
2.888671875,23
1.01953125,13
1.427734375,13
4.2041015625,21
0.580078125,11
0.5390625,9
3.5341796875,26
2.4541015625,22
1.416015625,16
1.080078125,9
0.548828125,10
0.751953125,12
2.9482421875,21
0.5185546875,10
2.9052734375,21
1.609375,15
2.6669921875,17
4.255859375,26
1.3818359375,13
3.4384765625,17
5.1572265625,32
2.1953125,17
1.3828125,16
0.447265625,8
3.546875,28
2.1787109375,14
1.986328125,18
0.8876953125,9
3.1298828125,24
1.689453125,14
3.8037109375,27
0.240234375,7
3.326171875,26
2.7470703125,17
1.1181640625,11
2.650390625,17
1.3046875,15
1.1826171875,11
1.5732421875,15
1.48828125,15
1.3173828125,14
1.423828125,13
2.099609375,15
2.3017578125,16
0.4892578125,9
1.0849609375,13
0.2666015625,8
1.04296875,11
3.5009765625,19
0.87109375,9
3.3720703125,24
3.0322265625,27
1.328125,13
0.2783203125,8
0.8515625,12
3.5048828125,27
1.2841796875,13
0.3994140625,9
2.72265625,22
3.6650390625,24
1.865234375,15
2.8134765625,21
1.84375,16
1.291015625,13
2.1220703125,19
2.515625,18
2.41796875,17
1.78515625,14
1.466796875,20
3.984375,27
2.0751953125,19
2.052734375,17
1.4853515625,12
4.7919921875,31
1.3232421875,16
0.6826171875,8
2.6669921875,19
2.236328125,12
1.31640625,13
1.3349609375,16
1.3583984375,13
3.9189453125,28
1.7158203125,18
1.791015625,13
1.0224609375,9
3.9970703125,23
2.47265625,14
3.701171875,26
1.150390625,13
2.2744140625,14
3.1708984375,21
3.7822265625,22
1.6328125,13
2.1025390625,19
1.6162109375,14
1.451171875,8
2.31640625,16
1.298828125,16
1.662109375,14
1.787109375,19
1.0361328125,13
1.44921875,13
1.1982421875,11
0.2587890625,8
1.2529296875,11
3.216796875,23
1.83984375,16
2.4462890625,16
1.951171875,21
0.4638671875,8
0.6669921875,11
1.68359375,18
3.25390625,23
1.05078125,12
1.7021484375,14
0.443359375,7
2.7548828125,17
0.83984375,9
2.03515625,16
2.9453125,21
1.58984375,16
0.3017578125,7
1.6435546875,12
1.0263671875,13
1.09765625,12
0.9697265625,12
1.8740234375,14
0.5390625,10
0.99609375,13
1.0615234375,13
1.9541015625,17
0.62109375,11
1.4501953125,10
1.1357421875,12
1.3828125,16
4.0615234375,33
2.7529296875,16
3.033203125,23
1.2587890625,12
0.326171875,8
1.8876953125,18
1.451171875,15
2.21875,15
0.1865234375,7
3.49609375,25
3.4853515625,28
1.736328125,16
0.984375,10
2.2265625,17
0.24609375,7
0.7314453125,11
1.98046875,13
1.498046875,12
0.6708984375,10
5.6181640625,39
2.0224609375,19
1.142578125,12
0.35546875,7
4.8974609375,31
0.5634765625,8
1.4697265625,14
0.869140625,10
0.78125,10
1.2587890625,10
1.5048828125,13
4.0,28
0.9736328125,11
2.236328125,18
2.5458984375,11
3.2861328125,25
2.4814453125,17
2.224609375,13
0.85546875,11
0.4345703125,9
1.2373046875,13
2.9453125,21
2.04296875,16
1.2841796875,13
3.2353515625,26
0.2099609375,7
2.52734375,22
3.544921875,29
1.76171875,15
0.236328125,7
1.865234375,15
2.6533203125,23
1.5234375,15
2.005859375,14
5.2734375,32
1.8134765625,18
1.9619140625,20
2.5673828125,17
0.9189453125,11
1.603515625,16
2.5703125,22
1.49609375,16
0.96875,11
2.548828125,22
1.55078125,16
0.6962890625,11
1.630859375,16
4.05859375,28
1.7939453125,13
2.390625,19
1.0546875,10
3.0634765625,27
2.0966796875,13
3.421875,24
0.5107421875,10
0.5166015625,10
1.810546875,18
2.3310546875,24
1.9912109375,14
0.892578125,10
2.34375,17
0.6884765625,10
0.65625,9
3.837890625,21
2.0927734375,15
2.033203125,16
0.2724609375,7
0.8798828125,12
1.7041015625,16
3.970703125,27
2.037109375,15
0.822265625,10
1.1982421875,12
1.1982421875,10
3.1650390625,20
2.5634765625,21
0.93359375,10
0.6123046875,8
2.0625,17
2.3681640625,14
1.9775390625,15
0.5068359375,10
1.041015625,11
1.9609375,18
0.6259765625,11
1.5869140625,17
1.8388671875,18
0.533203125,9
2.8896484375,22
1.6416015625,14
4.828125,33
0.8046875,11
1.455078125,15
0.5458984375,8
0.5029296875,9
1.763671875,14
3.41015625,27
0.8642578125,11
1.2607421875,8
1.2998046875,14
0.4990234375,10
0.7265625,12
3.8203125,25
0.4921875,8
0.6943359375,8
2.4541015625,21
2.7607421875,17
5.2822265625,40
0.953125,12
0.755859375,9
1.3896484375,15
3.5673828125,32
3.4814453125,26
4.689453125,22
1.35546875,12
1.12890625,12
2.26953125,14
0.1904296875,7
1.09765625,14
1.515625,11
5.1923828125,32
0.9599609375,11
1.51171875,14
1.30078125,13
1.548828125,15
1.869140625,19
4.470703125,34
2.603515625,22
0.345703125,7
2.2578125,19
2.1982421875,13
1.4404296875,16
4.58984375,35
1.6787109375,11
4.2666015625,28
3.0244140625,21
1.9833984375,16
3.6904296875,16
0.669921875,10
0.8828125,10
0.3916015625,9
1.1376953125,11
3.25,17
1.7880859375,17
0.3232421875,8
3.4677734375,19
1.87109375,18
1.2607421875,13
1.669921875,14
1.1611328125,15
3.9013671875,24
1.869140625,16
0.5322265625,9
2.7919921875,26
0.302734375,7
4.56640625,28
0.4970703125,7
2.384765625,19
1.5205078125,16
2.1015625,16
1.857421875,13
1.751953125,18
0.263671875,7
3.4248046875,22
1.525390625,14
3.3779296875,30
2.123046875,17
2.25,14
1.3759765625,11
2.2626953125,20
1.724609375,13
1.5498046875,14
0.19140625,7
1.8671875,14
2.2939453125,19
1.3046875,11
1.2353515625,16
1.63671875,15
1.7890625,17
0.8271484375,9
3.8095703125,26
2.9677734375,24
4.0517578125,22
1.3017578125,9
2.1708984375,17
2.2880859375,21
3.537109375,22
1.8271484375,15
0.68359375,11
3.060546875,20
2.2060546875,17
3.556640625,29
1.4931640625,14
0.2373046875,7
1.89453125,17
1.3671875,14
1.1181640625,9
1.4599609375,16
3.64453125,37
10.439453125,51
0.888671875,9
0.859375,10
2.880859375,28
1.8154296875,17
0.267578125,8
5.607421875,38
3.3359375,23
0.6669921875,8
1.9296875,16
0.8720703125,12
2.5625,20
1.0703125,10
0.9248046875,11
2.349609375,18
0.921875,12
2.2177734375,14
2.2705078125,20
1.4365234375,16
3.064453125,22
2.7724609375,21
2.642578125,20
0.646484375,9
1.1650390625,12
1.1357421875,12
1.8310546875,14
1.3203125,12
1.9111328125,15
1.6796875,20
1.8603515625,16
1.291015625,12
1.2412109375,12
2.1826171875,10
1.0009765625,11
0.6015625,10
1.2119140625,12
3.0927734375,21
2.20703125,19
3.3720703125,20
2.2314453125,18
7.2490234375,49
4.3662109375,22
1.0712890625,11
0.6708984375,9
7.640625,33
2.4697265625,13
2.294921875,19
1.318359375,16
2.37890625,20
0.4404296875,7
3.048828125,15
1.70703125,17
0.427734375,8
1.9443359375,17
1.412109375,14
2.4345703125,17
1.880859375,18
1.9638671875,19
3.791015625,28
1.6513671875,17
1.173828125,11
3.6396484375,26
1.552734375,12
0.6162109375,9
2.521484375,19
2.0986328125,19
2.703125,21
2.24609375,18
2.361328125,14
0.7861328125,10
1.875,15
0.20703125,7
2.1796875,21
3.2548828125,26
3.8779296875,30
0.4287109375,9
0.4794921875,7
1.8857421875,9
0.2890625,8
0.5771484375,9
3.34765625,28
1.814453125,15
2.978515625,24
1.0087890625,11
2.7255859375,25
2.232421875,16
0.29296875,8
1.66796875,14
1.666015625,20
1.421875,12
2.3388671875,16
2.0771484375,19
5.7529296875,38
1.2109375,14
1.4091796875,12
0.3154296875,7
4.9384765625,32
2.1337890625,15
3.6103515625,23
2.5478515625,21
2.3583984375,16
0.3232421875,8
2.203125,14
1.4541015625,15
2.2265625,17
0.677734375,12
4.1171875,28
1.341796875,15
2.138671875,14
0.8759765625,9
1.205078125,13
1.6708984375,15
0.9384765625,12
3.400390625,22
1.8056640625,13
0.3427734375,8
3.9765625,24
1.94921875,17
3.052734375,22
4.8701171875,34
0.6357421875,12
3.7080078125,28
0.5595703125,12
3.1396484375,20
0.283203125,8
1.5078125,14
3.9814453125,28
1.6513671875,15
3.5927734375,22
3.013671875,25
1.1396484375,11
1.5751953125,11
2.1083984375,22
3.1279296875,23
0.865234375,11
5.3544921875,33
0.419921875,8
1.201171875,13
1.8583984375,14
0.955078125,12
2.298828125,15
1.931640625,17
2.53125,22
0.9921875,12
1.50390625,14
2.498046875,18
2.0458984375,15
6.4599609375,31
0.8974609375,10
3.53125,23
0.2099609375,7
1.353515625,14
0.2177734375,7
4.28515625,24
2.587890625,21
0.7041015625,12
1.44140625,14
1.5673828125,14
2.3447265625,15
1.97265625,16
4.8955078125,28
1.3515625,10
4.7734375,34
2.7646484375,23
5.27734375,38
2.52734375,22
2.26171875,21
3.0859375,19
1.9765625,19
6.7158203125,37
0.720703125,8
0.54296875,9
1.5380859375,15
1.181640625,12
0.4453125,8
1.263671875,12
1.6865234375,14
1.56640625,15
0.4501953125,10
2.923828125,17
3.87109375,33
0.529296875,9
1.5595703125,15
1.5771484375,17
1.1455078125,12
2.09375,16
0.302734375,8
2.36328125,22
0.724609375,10
0.5791015625,9
1.6650390625,11
2.58984375,21
1.552734375,14
1.87890625,13
2.58203125,22
0.705078125,9
1.216796875,14
1.4970703125,12
1.7734375,17
2.0283203125,19
